node_id,centrality
367,0.4430379746835443
322,0.33122362869198313
393,0.23417721518987342
71,0.20464135021097046
399,0.1877637130801688
436,0.17932489451476794
179,0.17721518987341772
254,0.16666666666666666
105,0.15822784810126583
87,0.14978902953586498
298,0.14345991561181434
428,0.14345991561181434
303,0.13924050632911392
113,0.1371308016877637
422,0.1308016877637131
461,0.1308016877637131
208,0.12869198312236288
383,0.12869198312236288
315,0.12447257383966245
423,0.12236286919831224
269,0.12025316455696203
263,0.11814345991561181
335,0.11814345991561181
421,0.11814345991561181
389,0.1160337552742616
188,0.11392405063291139
271,0.11181434599156118
439,0.11181434599156118
26,0.10970464135021098
346,0.10970464135021098
17,0.10759493670886076
50,0.10759493670886076
147,0.10759493670886076
148,0.10759493670886076
169,0.10759493670886076
175,0.10759493670886076
202,0.10759493670886076
296,0.10759493670886076
370,0.10759493670886076
171,0.10548523206751055
354,0.10548523206751055
137,0.10337552742616034
467,0.10337552742616034
27,0.10126582278481013
155,0.10126582278481013
49,0.09915611814345991
136,0.09915611814345991
464,0.09915611814345991
61,0.0970464135021097
135,0.0970464135021097
429,0.0970464135021097
149,0.0949367088607595
215,0.0949367088607595
236,0.0949367088607595
321,0.0949367088607595
22,0.09282700421940929
92,0.09282700421940929
327,0.09282700421940929
450,0.09282700421940929
31,0.09071729957805907
53,0.09071729957805907
138,0.09071729957805907
192,0.09071729957805907
245,0.09071729957805907
376,0.09071729957805907
24,0.08860759493670886
59,0.08860759493670886
64,0.08860759493670886
143,0.08860759493670886
154,0.08860759493670886
313,0.08860759493670886
378,0.08860759493670886
380,0.08860759493670886
446,0.08860759493670886
25,0.08649789029535865
46,0.08649789029535865
58,0.08649789029535865
72,0.08649789029535865
116,0.08649789029535865
318,0.08649789029535865
323,0.08649789029535865
403,0.08649789029535865
455,0.08649789029535865
9,0.08438818565400844
112,0.08438818565400844
118,0.08438818565400844
178,0.08438818565400844
341,0.08438818565400844
375,0.08438818565400844
402,0.08438818565400844
111,0.08227848101265822
122,0.08227848101265822
160,0.08227848101265822
211,0.08227848101265822
350,0.08227848101265822
3,0.08016877637130802
54,0.08016877637130802
73,0.08016877637130802
164,0.08016877637130802
165,0.08016877637130802
223,0.08016877637130802
237,0.08016877637130802
242,0.08016877637130802
255,0.08016877637130802
329,0.08016877637130802
470,0.08016877637130802
84,0.07805907172995781
139,0.07805907172995781
159,0.07805907172995781
190,0.07805907172995781
198,0.07805907172995781
349,0.07805907172995781
15,0.0759493670886076
76,0.0759493670886076
88,0.0759493670886076
386,0.0759493670886076
430,0.0759493670886076
4,0.07383966244725738
32,0.07383966244725738
109,0.07383966244725738
119,0.07383966244725738
193,0.07383966244725738
305,0.07383966244725738
319,0.07383966244725738
351,0.07383966244725738
365,0.07383966244725738
452,0.07383966244725738
69,0.07172995780590717
101,0.07172995780590717
220,0.07172995780590717
274,0.07172995780590717
301,0.07172995780590717
324,0.07172995780590717
332,0.07172995780590717
405,0.07172995780590717
66,0.06962025316455696
70,0.06962025316455696
80,0.06962025316455696
86,0.06962025316455696
95,0.06962025316455696
212,0.06962025316455696
234,0.06962025316455696
264,0.06962025316455696
279,0.06962025316455696
290,0.06962025316455696
343,0.06962025316455696
344,0.06962025316455696
440,0.06962025316455696
74,0.06751054852320675
79,0.06751054852320675
90,0.06751054852320675
162,0.06751054852320675
268,0.06751054852320675
331,0.06751054852320675
337,0.06751054852320675
391,0.06751054852320675
35,0.06540084388185655
52,0.06540084388185655
77,0.06540084388185655
293,0.06540084388185655
312,0.06540084388185655
401,0.06540084388185655
55,0.06329113924050633
89,0.06329113924050633
98,0.06329113924050633
120,0.06329113924050633
127,0.06329113924050633
130,0.06329113924050633
177,0.06329113924050633
226,0.06329113924050633
270,0.06329113924050633
352,0.06329113924050633
396,0.06329113924050633
8,0.06118143459915612
30,0.06118143459915612
182,0.06118143459915612
231,0.06118143459915612
246,0.06118143459915612
251,0.06118143459915612
276,0.06118143459915612
339,0.06118143459915612
379,0.06118143459915612
410,0.06118143459915612
438,0.06118143459915612
40,0.05907172995780591
85,0.05907172995780591
186,0.05907172995780591
262,0.05907172995780591
330,0.05907172995780591
417,0.05907172995780591
442,0.05907172995780591
447,0.05907172995780591
449,0.05907172995780591
14,0.056962025316455694
23,0.056962025316455694
56,0.056962025316455694
117,0.056962025316455694
156,0.056962025316455694
184,0.056962025316455694
233,0.056962025316455694
238,0.056962025316455694
244,0.056962025316455694
278,0.056962025316455694
283,0.056962025316455694
286,0.056962025316455694
294,0.056962025316455694
307,0.056962025316455694
371,0.056962025316455694
426,0.056962025316455694
7,0.05485232067510549
